dataset,method,pair,kendall_tau,spearman,iou_topk
cmc,JRip,LOCAL vs LIME,1.0000000,1.0000000,0.5
cmc,JRip,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,PART,FEAT_IMP vs LIME,0.4444444,0.5333333,0.5
cmc,PART,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,PART,FEAT_IMP vs SHAP,0.7222222,0.8833333,1.0
cmc,PART,LIME vs SHAP,0.5000000,0.5000000,0.5
cmc,PART,LOCAL vs LIME,1.0000000,1.0000000,0.2
cmc,PART,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,bayesglm,FEAT_IMP vs LIME,0.7222222,0.8500000,1.0
cmc,bayesglm,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,bayesglm,FEAT_IMP vs SHAP,0.8333333,0.9000000,1.0
cmc,bayesglm,LIME vs SHAP,0.5555556,0.7166667,1.0
cmc,bayesglm,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,bayesglm,LOCAL vs SHAP,-1.0000000,-1.0000000,0.5
cmc,ctree,FEAT_IMP vs LIME,0.3333333,0.5500000,1.0
cmc,ctree,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,ctree,FEAT_IMP vs SHAP,0.2777778,0.5333333,1.0
cmc,ctree,LIME vs SHAP,0.7222222,0.8666667,1.0
cmc,ctree,LOCAL vs LIME,1.0000000,1.0000000,0.5
cmc,ctree,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,fda,FEAT_IMP vs LIME,0.7777778,0.9000000,0.5
cmc,fda,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,fda,FEAT_IMP vs SHAP,0.7222222,0.8500000,1.0
cmc,fda,LIME vs SHAP,0.7222222,0.8666667,0.5
cmc,fda,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,fda,LOCAL vs SHAP,-1.0000000,-1.0000000,0.5
cmc,gbm,FEAT_IMP vs LIME,0.6111111,0.7833333,0.5
cmc,gbm,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,gbm,FEAT_IMP vs SHAP,0.5000000,0.6833333,1.0
cmc,gbm,LIME vs SHAP,0.5555556,0.6666667,0.5
cmc,gbm,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,gbm,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,gcvEarth,FEAT_IMP vs LIME,0.5000000,0.7000000,0.5
cmc,gcvEarth,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,gcvEarth,FEAT_IMP vs SHAP,0.5555556,0.6833333,1.0
cmc,gcvEarth,LIME vs SHAP,0.6111111,0.8000000,0.5
cmc,gcvEarth,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,gcvEarth,LOCAL vs SHAP,-1.0000000,-1.0000000,0.5
cmc,knn,FEAT_IMP vs LIME,0.3888889,0.6500000,1.0
cmc,knn,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,knn,FEAT_IMP vs SHAP,0.4444444,0.6166667,1.0
cmc,knn,LIME vs SHAP,0.8333333,0.9333333,1.0
cmc,knn,LOCAL vs LIME,1.0000000,1.0000000,0.5
cmc,knn,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,mlpML,FEAT_IMP vs LIME,0.1666667,0.1333333,0.2
cmc,mlpML,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.2
cmc,mlpML,FEAT_IMP vs SHAP,0.0000000,-0.0333333,0.2
cmc,mlpML,LIME vs SHAP,0.2777778,0.4000000,0.5
cmc,mlpML,LOCAL vs LIME,1.0000000,1.0000000,0.5
cmc,mlpML,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,multinom,FEAT_IMP vs LIME,0.5555556,0.6833333,1.0
cmc,multinom,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,multinom,FEAT_IMP vs SHAP,0.8333333,0.9166667,1.0
cmc,multinom,LIME vs SHAP,0.5000000,0.6333333,1.0
cmc,multinom,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,multinom,LOCAL vs SHAP,-1.0000000,-1.0000000,0.5
cmc,naive_bayes,FEAT_IMP vs LIME,0.3333333,0.4000000,0.2
cmc,naive_bayes,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.0
cmc,naive_bayes,FEAT_IMP vs SHAP,0.5555556,0.7500000,0.2
cmc,naive_bayes,LIME vs SHAP,0.3333333,0.3333333,0.5
cmc,naive_bayes,LOCAL vs LIME,1.0000000,1.0000000,0.0
cmc,naive_bayes,LOCAL vs SHAP,-1.0000000,-1.0000000,0.0
cmc,rbfDDA,FEAT_IMP vs LIME,0.0555556,0.2000000,0.5
cmc,rbfDDA,FEAT_IMP vs LOCAL,1.0000000,1.0000000,0.5
cmc,rbfDDA,FEAT_IMP vs SHAP,0.7777778,0.8833333,1.0
cmc,rbfDDA,LIME vs SHAP,0.0555556,0.2166667,0.5
cmc,rbfDDA,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,rbfDDA,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,rda,FEAT_IMP vs LIME,0.8333333,0.9333333,1.0
cmc,rda,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.5
cmc,rda,FEAT_IMP vs SHAP,0.7222222,0.8500000,1.0
cmc,rda,LIME vs SHAP,0.5555556,0.7166667,1.0
cmc,rda,LOCAL vs LIME,-1.0000000,-1.0000000,0.5
cmc,rda,LOCAL vs SHAP,-1.0000000,-1.0000000,0.5
cmc,rf,FEAT_IMP vs LIME,0.3888889,0.4333333,0.5
cmc,rf,FEAT_IMP vs LOCAL,-1.0000000,-1.0000000,0.2
cmc,rf,FEAT_IMP vs SHAP,0.6666667,0.7833333,0.5
cmc,rf,LIME vs SHAP,0.3888889,0.4500000,0.5
cmc,rf,LOCAL vs LIME,1.0000000,1.0000000,0.2
cmc,rf,LOCAL vs SHAP,1.0000000,1.0000000,0.2
cmc,rpart,FEAT_IMP vs LIME,0.5555556,0.6666667,1.0
cmc,rpart,FEAT_IMP vs LOCAL,1.0000000,1.0000000,0.5
cmc,rpart,FEAT_IMP vs SHAP,0.5000000,0.7000000,1.0
cmc,rpart,LIME vs SHAP,0.5000000,0.6333333,1.0
cmc,rpart,LOCAL vs LIME,1.0000000,1.0000000,0.5
cmc,rpart,LOCAL vs SHAP,1.0000000,1.0000000,0.5
cmc,simpls,FEAT_IMP vs LIME,0.7222222,0.85,1.0
cmc,simpls,FEAT_IMP vs LOCAL,-1.0000000,-1.00,0.5
cmc,simpls,FEAT_IMP vs SHAP,0.7222222,0.85,0.5
cmc,simpls,LIME vs SHAP,0.7777778,0.90,0.5
cmc,simpls,LOCAL vs LIME,-1.0000000,-1.00,0.5
cmc,simpls,LOCAL vs SHAP,-1.0000000,-1.00,0.5
credit-g,C5.0,FEAT_IMP vs LIME,0.1052632,0.1729323,0.2
credit-g,C5.0,FEAT_IMP vs LOCAL,0.4285714,0.5714286,0.0
credit-g,C5.0,FEAT_IMP vs SHAP,0.4842105,0.6601504,0.5
credit-g,C5.0,LIME vs SHAP,0.1789474,0.1924812,0.2
credit-g,C5.0,LOCAL vs LIME,0.4285714,0.6428571,0.0
credit-g,C5.0,LOCAL vs SHAP,0.7142857,0.8571429,0.0
credit-g,JRip,FEAT_IMP vs LIME,0.2631579,0.3533835,0.5
credit-g,JRip,FEAT_IMP vs LOCAL,0.0476190,0.0714286,0.2
credit-g,JRip,FEAT_IMP vs SHAP,0.4315789,0.5864662,1.0
credit-g,JRip,LIME vs SHAP,0.4315789,0.5744361,0.5
credit-g,JRip,LOCAL vs LIME,-0.0476190,-0.1071429,0.0
credit-g,JRip,LOCAL vs SHAP,-0.0476190,0.0000000,0.2
credit-g,PART,FEAT_IMP vs LIME,0.2842105,0.2962406,0.0
credit-g,PART,FEAT_IMP vs LOCAL,0.3333333,0.3214286,0.0
credit-g,PART,FEAT_IMP vs SHAP,0.6105263,0.7969925,0.5
credit-g,PART,LIME vs SHAP,0.1473684,0.1624060,0.0
credit-g,PART,LOCAL vs LIME,-0.0476190,-0.0714286,0.0
credit-g,PART,LOCAL vs SHAP,0.0476190,0.0714286,0.0
credit-g,bayesglm,FEAT_IMP vs LIME,0.4842105,0.6706767,0.2
credit-g,bayesglm,FEAT_IMP vs LOCAL,0.6190476,0.7500000,0.0
credit-g,bayesglm,FEAT_IMP vs SHAP,0.7157895,0.8766917,0.5
credit-g,bayesglm,LIME vs SHAP,0.4947368,0.6030075,0.2
credit-g,bayesglm,LOCAL vs LIME,0.6190476,0.7142857,0.0
credit-g,bayesglm,LOCAL vs SHAP,0.8095238,0.8928571,0.0
credit-g,ctree,FEAT_IMP vs LIME,0.0105263,0.0616541,0.5
credit-g,ctree,FEAT_IMP vs LOCAL,-0.1428571,-0.1071429,0.0
credit-g,ctree,FEAT_IMP vs SHAP,0.1894737,0.2345865,0.5
credit-g,ctree,LIME vs SHAP,0.2947368,0.4375940,1.0
credit-g,ctree,LOCAL vs LIME,0.5238095,0.6428571,0.0
credit-g,ctree,LOCAL vs SHAP,0.4285714,0.5357143,0.0
credit-g,fda,FEAT_IMP vs LIME,0.5157895,0.6766917,0.2
credit-g,fda,FEAT_IMP vs LOCAL,0.5238095,0.7142857,0.0
credit-g,fda,FEAT_IMP vs SHAP,0.6421053,0.8390977,0.5
credit-g,fda,LIME vs SHAP,0.4526316,0.6195489,0.2
credit-g,fda,LOCAL vs LIME,0.3333333,0.4285714,0.0
credit-g,fda,LOCAL vs SHAP,0.9047619,0.9642857,0.0
credit-g,gbm,FEAT_IMP vs LIME,0.5473684,0.6962406,1
credit-g,gbm,FEAT_IMP vs LOCAL,0.4285714,0.6428571,0
credit-g,gbm,FEAT_IMP vs SHAP,0.6631579,0.8541353,1
credit-g,gbm,LIME vs SHAP,0.5894737,0.7804511,1
credit-g,gbm,LOCAL vs LIME,0.4285714,0.5357143,0
credit-g,gbm,LOCAL vs SHAP,0.5238095,0.7142857,0
credit-g,gcvEarth,FEAT_IMP vs LIME,0.5052632,0.6601504,0.2
credit-g,gcvEarth,FEAT_IMP vs LOCAL,0.5238095,0.7142857,0.0
credit-g,gcvEarth,FEAT_IMP vs SHAP,0.5684211,0.7714286,1.0
credit-g,gcvEarth,LIME vs SHAP,0.3894737,0.5669173,0.2
credit-g,gcvEarth,LOCAL vs LIME,0.3333333,0.4285714,0.0
credit-g,gcvEarth,LOCAL vs SHAP,0.9047619,0.9642857,0.0
credit-g,knn,FEAT_IMP vs LIME,0.3052632,0.3864662,0.5
credit-g,knn,FEAT_IMP vs LOCAL,0.0476190,0.1428571,0.5
credit-g,knn,FEAT_IMP vs SHAP,0.4000000,0.5789474,1.0
credit-g,knn,LIME vs SHAP,0.4000000,0.5172932,0.5
credit-g,knn,LOCAL vs LIME,0.2380952,0.3571429,0.5
credit-g,knn,LOCAL vs SHAP,0.4285714,0.4285714,0.5
credit-g,mlpML,FEAT_IMP vs LOCAL,-0.2380952,-0.4285714,0.0
credit-g,mlpML,FEAT_IMP vs SHAP,0.1368421,0.2090226,0.2
credit-g,mlpML,LOCAL vs SHAP,-0.0476190,0.0357143,0.2
credit-g,multinom,FEAT_IMP vs LIME,0.4842105,0.6842105,0.2
credit-g,multinom,FEAT_IMP vs LOCAL,0.8095238,0.9285714,0.0
credit-g,multinom,FEAT_IMP vs SHAP,0.6736842,0.8421053,0.5
credit-g,multinom,LIME vs SHAP,0.3684211,0.4962406,0.2
credit-g,multinom,LOCAL vs LIME,0.5238095,0.6071429,0.0
credit-g,multinom,LOCAL vs SHAP,0.7142857,0.8571429,0.0
credit-g,naive_bayes,FEAT_IMP vs LIME,0.2736842,0.3443609,0.2
credit-g,naive_bayes,FEAT_IMP vs LOCAL,0.1428571,0.2142857,0.0
credit-g,naive_bayes,FEAT_IMP vs SHAP,0.4736842,0.6872180,0.5
credit-g,naive_bayes,LIME vs SHAP,0.0842105,0.1203008,0.2
credit-g,naive_bayes,LOCAL vs LIME,0.3333333,0.3571429,0.2
credit-g,naive_bayes,LOCAL vs SHAP,0.3333333,0.4285714,0.0
credit-g,rbfDDA,FEAT_IMP vs LIME,-0.0736842,-0.0390977,0.5
credit-g,rbfDDA,FEAT_IMP vs LOCAL,0.5238095,0.7500000,0.0
credit-g,rbfDDA,FEAT_IMP vs SHAP,0.5894737,0.7293233,1.0
credit-g,rbfDDA,LIME vs SHAP,0.1473684,0.1939850,0.5
credit-g,rbfDDA,LOCAL vs LIME,0.2380952,0.5357143,0.0
credit-g,rbfDDA,LOCAL vs SHAP,0.5238095,0.7142857,0.0
credit-g,rda,FEAT_IMP vs LIME,-0.1684211,-0.2556391,0.2
credit-g,rda,FEAT_IMP vs LOCAL,0.4285714,0.6428571,0.5
credit-g,rda,FEAT_IMP vs SHAP,0.4526316,0.6180451,0.5
credit-g,rda,LIME vs SHAP,-0.1894737,-0.3037594,0.2
credit-g,rda,LOCAL vs LIME,0.2380952,0.2500000,0.2
credit-g,rda,LOCAL vs SHAP,0.5238095,0.6071429,0.5
credit-g,rf,FEAT_IMP vs LIME,0.5263158,0.6796992,0.5
credit-g,rf,FEAT_IMP vs LOCAL,0.7142857,0.8571429,0.2
credit-g,rf,FEAT_IMP vs SHAP,0.6000000,0.7744361,0.5
credit-g,rf,LIME vs SHAP,0.4210526,0.5714286,0.2
credit-g,rf,LOCAL vs LIME,0.2380952,0.3214286,0.0
credit-g,rf,LOCAL vs SHAP,0.8095238,0.9285714,0.2
credit-g,rpart,FEAT_IMP vs LIME,0.0421053,0.1248120,0.5
credit-g,rpart,FEAT_IMP vs LOCAL,0.1428571,0.2500000,0.0
credit-g,rpart,FEAT_IMP vs SHAP,0.3368421,0.4451128,0.5
credit-g,rpart,LIME vs SHAP,0.4736842,0.5864662,0.5
credit-g,rpart,LOCAL vs LIME,0.3333333,0.2857143,0.0
credit-g,rpart,LOCAL vs SHAP,0.5238095,0.7500000,0.0
credit-g,simpls,FEAT_IMP vs LIME,-0.0842105,-0.0917293,0.2
credit-g,simpls,FEAT_IMP vs LOCAL,NA,NA,NA
credit-g,simpls,FEAT_IMP vs SHAP,0.5789474,0.7263158,0.5
credit-g,simpls,LIME vs SHAP,-0.0842105,-0.1172932,0.2
credit-g,simpls,LOCAL vs LIME,NA,NA,NA
credit-g,simpls,LOCAL vs SHAP,NA,NA,NA
diabetes,C5.0,FEAT_IMP vs LIME,0.6428571,0.8333333,0.5
diabetes,C5.0,FEAT_IMP vs LOCAL,0.7142857,0.8095238,0.5
diabetes,C5.0,FEAT_IMP vs SHAP,0.7857143,0.9047619,1.0
diabetes,C5.0,LIME vs SHAP,0.7142857,0.8809524,0.5
diabetes,C5.0,LOCAL vs LIME,0.6428571,0.7857143,1.0
diabetes,C5.0,LOCAL vs SHAP,0.5000000,0.6190476,0.5
diabetes,JRip,FEAT_IMP vs LIME,0.6428571,0.7857143,1
diabetes,JRip,FEAT_IMP vs LOCAL,0.7142857,0.8333333,1
diabetes,JRip,FEAT_IMP vs SHAP,0.5714286,0.6428571,1
diabetes,JRip,LIME vs SHAP,0.7857143,0.9047619,1
diabetes,JRip,LOCAL vs LIME,0.7857143,0.9047619,1
diabetes,JRip,LOCAL vs SHAP,0.5714286,0.7142857,1
diabetes,PART,FEAT_IMP vs LIME,0.7142857,0.8571429,1.0
diabetes,PART,FEAT_IMP vs LOCAL,0.7142857,0.8571429,1.0
diabetes,PART,FEAT_IMP vs SHAP,0.7857143,0.8809524,0.5
diabetes,PART,LIME vs SHAP,0.7857143,0.9047619,0.5
diabetes,PART,LOCAL vs LIME,1.0000000,1.0000000,1.0
diabetes,PART,LOCAL vs SHAP,0.7857143,0.9047619,0.5
diabetes,bayesglm,FEAT_IMP vs LIME,0.7857143,0.8809524,0.5
diabetes,bayesglm,FEAT_IMP vs LOCAL,0.7142857,0.8095238,0.5
diabetes,bayesglm,FEAT_IMP vs SHAP,0.7857143,0.9047619,0.5
diabetes,bayesglm,LIME vs SHAP,0.8571429,0.9285714,1.0
diabetes,bayesglm,LOCAL vs LIME,0.6428571,0.7380952,0.5
diabetes,bayesglm,LOCAL vs SHAP,0.7857143,0.8809524,0.5
diabetes,ctree,FEAT_IMP vs LIME,0.2857143,0.3333333,0.5
diabetes,ctree,FEAT_IMP vs LOCAL,0.5000000,0.5714286,0.5
diabetes,ctree,FEAT_IMP vs SHAP,0.2857143,0.3095238,0.5
diabetes,ctree,LIME vs SHAP,0.8571429,0.9285714,1.0
diabetes,ctree,LOCAL vs LIME,0.5000000,0.7380952,1.0
diabetes,ctree,LOCAL vs SHAP,0.6428571,0.8095238,1.0
diabetes,fda,FEAT_IMP vs LIME,0.6428571,0.8333333,0.5
diabetes,fda,FEAT_IMP vs LOCAL,0.7142857,0.8333333,0.5
diabetes,fda,FEAT_IMP vs SHAP,0.7857143,0.9047619,1.0
diabetes,fda,LIME vs SHAP,0.8571429,0.9523810,0.5
diabetes,fda,LOCAL vs LIME,0.6428571,0.8333333,0.5
diabetes,fda,LOCAL vs SHAP,0.6428571,0.8333333,0.5
diabetes,gbm,FEAT_IMP vs LIME,0.7857143,0.8809524,1.0
diabetes,gbm,FEAT_IMP vs LOCAL,0.7142857,0.8809524,0.5
diabetes,gbm,FEAT_IMP vs SHAP,0.7857143,0.9047619,1.0
diabetes,gbm,LIME vs SHAP,0.8571429,0.9285714,1.0
diabetes,gbm,LOCAL vs LIME,0.7857143,0.9047619,0.5
diabetes,gbm,LOCAL vs SHAP,0.9285714,0.9761905,0.5
diabetes,gcvEarth,FEAT_IMP vs LIME,0.8571429,0.9523810,1.0
diabetes,gcvEarth,FEAT_IMP vs LOCAL,0.7857143,0.9047619,0.5
diabetes,gcvEarth,FEAT_IMP vs SHAP,0.6428571,0.8095238,0.5
diabetes,gcvEarth,LIME vs SHAP,0.7857143,0.9047619,0.5
diabetes,gcvEarth,LOCAL vs LIME,0.7857143,0.9047619,0.5
diabetes,gcvEarth,LOCAL vs SHAP,0.7142857,0.8809524,0.5
diabetes,knn,FEAT_IMP vs LIME,0.5000000,0.6666667,0.5
diabetes,knn,FEAT_IMP vs LOCAL,0.1428571,0.2142857,0.5
diabetes,knn,FEAT_IMP vs SHAP,0.7857143,0.9047619,1.0
diabetes,knn,LIME vs SHAP,0.7142857,0.8809524,0.5
diabetes,knn,LOCAL vs LIME,0.2142857,0.2380952,0.5
diabetes,knn,LOCAL vs SHAP,0.2142857,0.2142857,0.5
diabetes,mlpML,FEAT_IMP vs LIME,0.1428571,0.3095238,0.2
diabetes,mlpML,FEAT_IMP vs LOCAL,-0.1428571,-0.1428571,0.5
diabetes,mlpML,FEAT_IMP vs SHAP,-0.1428571,-0.2619048,0.2
diabetes,mlpML,LIME vs SHAP,0.0000000,0.1190476,0.2
diabetes,mlpML,LOCAL vs LIME,0.0000000,-0.0476190,0.2
diabetes,mlpML,LOCAL vs SHAP,0.2857143,0.4285714,0.5
diabetes,multinom,FEAT_IMP vs LIME,0.9285714,0.9761905,1.0
diabetes,multinom,FEAT_IMP vs LOCAL,0.5714286,0.6666667,0.5
diabetes,multinom,FEAT_IMP vs SHAP,0.7857143,0.8809524,1.0
diabetes,multinom,LIME vs SHAP,0.8571429,0.9285714,1.0
diabetes,multinom,LOCAL vs LIME,0.6428571,0.7380952,0.5
diabetes,multinom,LOCAL vs SHAP,0.7857143,0.8809524,0.5
diabetes,naive_bayes,FEAT_IMP vs LIME,0.4285714,0.5714286,0.5
diabetes,naive_bayes,FEAT_IMP vs LOCAL,0.7857143,0.9047619,0.5
diabetes,naive_bayes,FEAT_IMP vs SHAP,0.7142857,0.8571429,0.5
diabetes,naive_bayes,LIME vs SHAP,0.4285714,0.6428571,0.5
diabetes,naive_bayes,LOCAL vs LIME,0.5000000,0.7380952,0.5
diabetes,naive_bayes,LOCAL vs SHAP,0.7857143,0.9047619,1.0
diabetes,rbfDDA,FEAT_IMP vs LIME,0.5714286,0.7619048,0.5
diabetes,rbfDDA,FEAT_IMP vs LOCAL,0.0000000,0.1190476,0.2
diabetes,rbfDDA,FEAT_IMP vs SHAP,0.8571429,0.9285714,0.5
diabetes,rbfDDA,LIME vs SHAP,0.7142857,0.8809524,0.5
diabetes,rbfDDA,LOCAL vs LIME,0.4285714,0.4761905,0.5
diabetes,rbfDDA,LOCAL vs SHAP,0.1428571,0.2142857,0.5
diabetes,rda,FEAT_IMP vs LIME,0.7142857,0.8095238,0.5
diabetes,rda,FEAT_IMP vs LOCAL,0.7142857,0.8095238,0.5
diabetes,rda,FEAT_IMP vs SHAP,0.7142857,0.8333333,0.5
diabetes,rda,LIME vs SHAP,0.7142857,0.8809524,1.0
diabetes,rda,LOCAL vs LIME,0.5714286,0.6904762,0.5
diabetes,rda,LOCAL vs SHAP,0.7142857,0.8333333,0.5
diabetes,rf,FEAT_IMP vs LIME,0.7857143,0.9047619,1.0
diabetes,rf,FEAT_IMP vs LOCAL,0.7857143,0.8809524,0.5
diabetes,rf,FEAT_IMP vs SHAP,0.8571429,0.9285714,1.0
diabetes,rf,LIME vs SHAP,0.9285714,0.9761905,1.0
diabetes,rf,LOCAL vs LIME,0.5714286,0.6904762,0.5
diabetes,rf,LOCAL vs SHAP,0.6428571,0.7142857,0.5
diabetes,rpart,FEAT_IMP vs LIME,0.5714286,0.6190476,0.5
diabetes,rpart,FEAT_IMP vs LOCAL,0.5714286,0.7142857,0.5
diabetes,rpart,FEAT_IMP vs SHAP,0.2142857,0.2857143,0.5
diabetes,rpart,LIME vs SHAP,0.2142857,0.3333333,0.5
diabetes,rpart,LOCAL vs LIME,0.5714286,0.6904762,1.0
diabetes,rpart,LOCAL vs SHAP,0.3571429,0.5476190,0.5
diabetes,simpls,FEAT_IMP vs LIME,0.3571429,0.5714286,0.5
diabetes,simpls,FEAT_IMP vs LOCAL,0.7142857,0.8571429,0.5
diabetes,simpls,FEAT_IMP vs SHAP,0.5714286,0.7380952,0.5
diabetes,simpls,LIME vs SHAP,0.7857143,0.9047619,1.0
diabetes,simpls,LOCAL vs LIME,0.5238095,0.6071429,0.5
diabetes,simpls,LOCAL vs SHAP,0.8095238,0.8928571,0.5
eucalyptus,C5.0,FEAT_IMP vs LIME,0.4619883,0.5912281,0.5
eucalyptus,C5.0,FEAT_IMP vs LOCAL,-0.0109890,-0.0153846,0.2
eucalyptus,C5.0,FEAT_IMP vs SHAP,0.6374269,0.8122807,0.5
eucalyptus,C5.0,LIME vs SHAP,0.3567251,0.4877193,0.5
eucalyptus,C5.0,LOCAL vs LIME,0.1208791,0.1648352,0.2
eucalyptus,C5.0,LOCAL vs SHAP,0.2087912,0.3098901,0.2
eucalyptus,JRip,FEAT_IMP vs LIME,0.2280702,0.2859649,0.5
eucalyptus,JRip,FEAT_IMP vs LOCAL,0.1428571,0.2747253,0.2
eucalyptus,JRip,FEAT_IMP vs SHAP,0.3099415,0.4315789,1.0
eucalyptus,JRip,LIME vs SHAP,0.2631579,0.3596491,0.5
eucalyptus,JRip,LOCAL vs LIME,0.4065934,0.5120879,0.2
eucalyptus,JRip,LOCAL vs SHAP,0.0989011,0.0989011,0.2
eucalyptus,PART,FEAT_IMP vs LIME,0.4152047,0.5614035,0.2
eucalyptus,PART,FEAT_IMP vs LOCAL,0.0109890,0.0637363,0.2
eucalyptus,PART,FEAT_IMP vs SHAP,0.7660819,0.9245614,0.5
eucalyptus,PART,LIME vs SHAP,0.4853801,0.6929825,0.2
eucalyptus,PART,LOCAL vs LIME,0.0989011,0.1428571,0.2
eucalyptus,PART,LOCAL vs SHAP,0.0329670,0.0681319,0.2
eucalyptus,bayesglm,FEAT_IMP vs LIME,0.2865497,0.4035088,0.2
eucalyptus,bayesglm,FEAT_IMP vs LOCAL,-0.2747253,-0.4021978,0.0
eucalyptus,bayesglm,FEAT_IMP vs SHAP,0.3099415,0.4070175,0.5
eucalyptus,bayesglm,LIME vs SHAP,0.6257310,0.7736842,0.5
eucalyptus,bayesglm,LOCAL vs LIME,0.1208791,0.1692308,0.2
eucalyptus,bayesglm,LOCAL vs SHAP,0.2967033,0.4593407,0.2
eucalyptus,ctree,FEAT_IMP vs LIME,0.5555556,0.7070175,0.5
eucalyptus,ctree,FEAT_IMP vs LOCAL,-0.0329670,-0.0021978,0.2
eucalyptus,ctree,FEAT_IMP vs SHAP,0.3333333,0.4824561,0.5
eucalyptus,ctree,LIME vs SHAP,0.2865497,0.4035088,1.0
eucalyptus,ctree,LOCAL vs LIME,-0.0549451,-0.0153846,0.2
eucalyptus,ctree,LOCAL vs SHAP,-0.0549451,-0.0681319,0.2
eucalyptus,fda,FEAT_IMP vs LIME,0.4619883,0.5473684,0.2
eucalyptus,fda,FEAT_IMP vs LOCAL,0.3406593,0.5384615,0.5
eucalyptus,fda,FEAT_IMP vs SHAP,0.7192982,0.8877193,0.5
eucalyptus,fda,LIME vs SHAP,0.3918129,0.5912281,0.2
eucalyptus,fda,LOCAL vs LIME,0.2747253,0.3890110,0.2
eucalyptus,fda,LOCAL vs SHAP,0.4065934,0.5912088,0.2
eucalyptus,gbm,FEAT_IMP vs LIME,0.4619883,0.5438596,0.5
eucalyptus,gbm,FEAT_IMP vs LOCAL,0.0769231,0.1208791,0.2
eucalyptus,gbm,FEAT_IMP vs SHAP,0.6257310,0.7877193,0.5
eucalyptus,gbm,LIME vs SHAP,0.3216374,0.4631579,0.5
eucalyptus,gbm,LOCAL vs LIME,0.3186813,0.4593407,0.2
eucalyptus,gbm,LOCAL vs SHAP,0.1648352,0.2659341,0.5
eucalyptus,gcvEarth,FEAT_IMP vs LIME,0.4035088,0.5087719,0.2
eucalyptus,gcvEarth,FEAT_IMP vs LOCAL,0.3846154,0.5912088,0.5
eucalyptus,gcvEarth,FEAT_IMP vs SHAP,0.7076023,0.8824561,0.5
eucalyptus,gcvEarth,LIME vs SHAP,0.4619883,0.6350877,0.5
eucalyptus,gcvEarth,LOCAL vs LIME,0.2747253,0.4065934,0.2
eucalyptus,gcvEarth,LOCAL vs SHAP,0.4725275,0.6571429,0.5
eucalyptus,knn,FEAT_IMP vs LIME,0.2982456,0.4105263,0.5
eucalyptus,knn,FEAT_IMP vs LOCAL,-0.0549451,-0.0813187,0.2
eucalyptus,knn,FEAT_IMP vs SHAP,0.2982456,0.4526316,0.5
eucalyptus,knn,LIME vs SHAP,0.1111111,0.1912281,0.5
eucalyptus,knn,LOCAL vs LIME,0.3186813,0.4329670,0.2
eucalyptus,knn,LOCAL vs SHAP,-0.0329670,-0.0373626,0.2
eucalyptus,mlpML,FEAT_IMP vs LIME,0.2046784,0.3333333,0.2
eucalyptus,mlpML,FEAT_IMP vs LOCAL,NA,NA,NA
eucalyptus,mlpML,FEAT_IMP vs SHAP,0.0292398,0.0701754,0.2
eucalyptus,mlpML,LIME vs SHAP,0.2163743,0.2719298,0.2
eucalyptus,mlpML,LOCAL vs LIME,NA,NA,NA
eucalyptus,mlpML,LOCAL vs SHAP,NA,NA,NA
eucalyptus,multinom,FEAT_IMP vs LIME,0.3684211,0.5017544,0.2
eucalyptus,multinom,FEAT_IMP vs LOCAL,0.0769231,0.1384615,0.2
eucalyptus,multinom,FEAT_IMP vs SHAP,0.5204678,0.6877193,0.5
eucalyptus,multinom,LIME vs SHAP,0.6842105,0.8719298,0.2
eucalyptus,multinom,LOCAL vs LIME,0.1428571,0.1692308,0.5
eucalyptus,multinom,LOCAL vs SHAP,0.2527473,0.2923077,0.2
eucalyptus,naive_bayes,FEAT_IMP vs LIME,-0.1929825,-0.2508772,0.0
eucalyptus,naive_bayes,FEAT_IMP vs LOCAL,-0.1428571,-0.1824176,0.0
